code,dept,number,name,credits,semester,prereqs,description
EET4999,EET,4999,Professional Practice in Electrical Engineering Technology,1.0,"Fall, Spring",,"Addresses engineering professional ethics, legal issues, professional development, and corporate culture as they relate to engineering technology graduates and our global society."
ENG1002,ENG,1002,Introduction to 3-D Spatial Visualization,1.0,"Fall, Spring",,"Intended for first-year engineering students with a  demonstrated need for the development of 3-D spatial  visualization skills. Topics include isometric sketching,  orthographic projection, object transformations, 3-D  coordinate systems, patterns folding to 3-D objects, and  cross sections of solids."
ENG1101,ENG,1101,Engineering Analysis and Problem Solving,3.0,"Fall, Spring, Summer",(MA1031(C) or MA1032(C) or MA1120(C) or MA1160(C) or MA1161(C) or MA1121(C) or MA2160(C) or MA3160(C)),"An introduction to the engineering profession and to its  various disciplines. Focuses on developing problem-solving  skills, computational skills, and communication skills.  Through active, collaborative work, students work on teams  to apply the engineering problem-solving method to  ""real-world"" problems."
ENG1101T,ENG,1101T,Transfer Non-Seminar,3.0,On Demand,,
ENG1102,ENG,1102,Engineering Modeling and Design,3.0,"Fall, Spring, Summer",(MA1031 or MA1032 or MA1120 or MA1160(C) or MA1161(C) or MA1121(C) or MA2160(C) or MA3160(C)) and (ENG1101 or ENG1101T or (ENG1001 and ENG1100)) and (Spatial Visualization Score >= 19 or ENG1002),Continuation of ENG1101. Introduction to the engineering  design process with an emphasis on graphics and  documentation. Focuses on engineering problem solving in  the context of the design process.
ENG1505,ENG,1505,Introduction to Systems Engineering,1.0,Spring,,Introduces students to the discipline of systems engineering in a variety of industries. Uses systems thinking methods and tools to represent systems with an emphasis on engineering relevance.
ENG1885,ENG,1885,Discover Engineering Careers,1.0,Spring,,Investigate a variety of engineering majors and career options. Presentations by various professionals will provide background on their undergraduate degree experience and perspective on working as an engineer.
ENG1990,ENG,1990,Special Topics in Engineering,var,On Demand,,Engineering topics of interest to students and faculty that  are not normally covered in the existing courses. 
ENG2060,ENG,2060,Facilitating Group Learning,1.0,"Fall, Spring",UN1015,"Development of facilitation skills in group environments. Topics include peer-learning strategies, developing inclusive classrooms, and facilitation techniques."
ENG2120,ENG,2120,Statics-Strength of Materials,4.0,"Fall, Spring",MA2160 and PH2100 and (ENG1101 or CS1111 or CS1121 or CS1131),"The composition and resolution of forces and force systems, principles of equilibrium applied to various bodies, simple structures, friction, and 2nd moments of area.  Intro to the mechanical behavior of materials, including calculation of stresses, strains, and deformations due to axial, torsional, and flexural loading. Uses MATLAB."
ENG2505,ENG,2505,Introduction to Low Fidelity Systems Modeling,3.0,Spring,ENG1505 and (MA1030 or MA1031 or MA1032 or MA1160 or MA1161 or MA1135 or MA2160(C)) and (ENG1001 or ENG1101 or CS1121 or CS1131 or MIS2100 or ENG1101T),Students utilize a software tool to model a range of natural and human-made systems to gain understanding and ability to apply a systems modeling approach for analysis of systems of increasing complexity.
ENG2990,ENG,2990,Special Topics in Engineering,var,On Demand,,Engineering topics of interest to students and faculty that  are not normally covered in the existing courses. 
ENG3060,ENG,3060,Developing Mentoring Skills,1.0,On Demand,,"Provides an overview of mentoring from the mentee and mentor perspective in an active learning environment. Topics include various mentoring techniques, providing effective feedback, and observational strategies."
ENG3505,ENG,3505,Practicum in Systems Thinking and Systems Modeling,1.0,Fall,ENG1505 and ENG2505,Students will select a physical or human-made system and develop intermediate level systems models. Models will be developed using the tools mastered in previous classes and other necessary components of the STELLA environment. Communication of the modeling activity will be an important aspect of the class.
ENG3525,ENG,3525,Design for Sustainability,3.0,Spring,ENG2120 or MEEM2110 or MET2110 or BE3300,"Engage with diverse sustainable design challenges faced in the engineering industry. Focus on design processes applied to real-world problems, with emphasis on environmental, ethical, economic, and technical resource constraints in a circular economy through case studies."
ENG3830,ENG,3830,Engineering Professional Practice,1.0,On Demand,ENG1101 or ENG1101T or (ENG1001 and ENG1100) and ENG1102 and ENG2120 or (MEEM2110 and MEEM2150) and (ENG3200 or CEE3200) or (MEEM2201 and MEEM3201) and (EE3010 or EE2112) and (CEE3101 or CS1121 or ENG2505 or GE2300 or MSE2100) and (CEE3332 or GE3880 or MEEM3600),"Students will integrate and solidify topics of professional communications, ethics, problem solving, and fundamental competencies of engineering. Students will enhance their understanding of consequences of engineering, design issues, legal aspects, ethical considerations, management, and leadership, through readings, research, and discussions."
ENG3990,ENG,3990,Special Topics in Engineering,var,On Demand,,Engineering topics of interest to students and faculty that  are not normally covered in the existing courses. 
ENG4060,ENG,4060,Leadership in Group Environments,1.0,On Demand,,"Develops collaborative leadership skills through active hands-on learning. Topics include collaborative software, communication, and group management strategies."
ENG4070,ENG,4070,Peer Mentoring Practicum,3.0,On Demand,ENG3060,"Experience designed for the practical application of leadership knowledge, skills, and behaviors acquired in the LEAP program or mentoring environment. The practicum experience will be designed and implemented by the student, with mentorship/guidance from the associated faculty."
ENG4300,ENG,4300,Project Management,3.0,"Fall, Spring, Summer",BUS2100 or CEE3710 or MA2720 or MA3710 or EE3180 or BE2110 or MA2710 or PSY2720,"The various stages in a project life cycle will be covered and include initiation, planning, execution, and closeout. Basic tools such as the Project Charter, Network Diagrams Gantt, and budgeting will be covered. Basics of MS Project are included."
ENG4505,ENG,4505,"Systems Analysis, Modeling, and Design",3.0,Fall,ENG2505 and ENG3505(C),"This course will focus on a cross disciplinary subset of systems drawn from engineering, business, and natural science. Students will concentrate on modeling methodology appropriate for moderate to large systems environments and a collaborative project where they apply what they have learned."
ENG4515,ENG,4515,Introduction to Sustainability and Resilience,3.0,Fall,,"Introduction to sustainable development, resilience, and global grand challenges with emphasis on socio-technical systems. Key topics include earth systems literacy, policy development, corporate social responsibility, ecological economics, sustainability indicators, and industrial/societal applications (e.g. agricultural, mining sustainability, etc,)."
ENG4525,ENG,4525,Systems Analysis for Sustainability and Resilience,3.0,Spring,,"In-depth coverage of systems analysis using advanced tools and methods. Topics will include environmental life cycle assessments, social life cycle assessments, techno-economic assessments, material flow analysis, industrial ecology, and regional economic assessments."
